id,question,options,explanation,image_paths,img_type,answer,topic_difficulty,question_type,subfield
test_Economics_107,The graph below shows the Long-Run Aggregate Supply Curves (LRAS) for Brazil. <image 1> What event could shift LRAS from LRAS1 (black color) to LRAS2 (red color) in Brazil (select one)?,"['Discovery of new mineral deposits.', 'Decrease in labor.', 'Decrease in human capital.']",?,MMMU_Economics_images/test\test_Economics_107_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_108,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. Which country has a comparative advantage in producing Shoes?,"['Nigeria', 'Neither country', 'Mexico']",?,MMMU_Economics_images/test\test_Economics_108_image_1.png,['Tables'],?,Hard,multiple-choice,Macroeconomics
test_Economics_109,Why is Q* optimal? <image 1>,"[""Q* is optimal because there 'Marginal cost = Marginal revenue'"", ""Q* is optimal because there 'Marginal cost > Marginal revenue'"", ""Q* is optimal because there 'Marginal cost < Marginal revenue'""]",?,MMMU_Economics_images/test\test_Economics_109_image_1.png,['Diagrams'],?,Medium,multiple-choice,Microeconomics
test_Economics_110,"Compare the movement from A to B in the light of the Phillips curve. Comparison B with A: (1) inflation, less unemployment; (2) Therefore, the course from A to B does not correspond to a typical Phillips curve. <image 1>","['True.', 'False.']",?,MMMU_Economics_images/test\test_Economics_110_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_111,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. What is the opportunity cost of producing Glasses in Nigeria?,"['0.22 Shoes', '0.28 Shoes', '0.83 Shoes', '0.75 Shoes']",?,MMMU_Economics_images/test\test_Economics_111_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_112,"<image 1>shows that for any given demand curve for the right to pollute, the government can achieve the same outcome either by setting a price with a corrective tax or by setting a quantity with pollution permits. Suppose there is a sharp improvement in the technology for controlling pollution. What is the effect on the price and quantity of pollution under permit regulatory system?","['The price of permit falls and the quantity of pollution remains unchanged.', 'The price of permit rises and the quantity of pollution remains unchanged.', 'The price of permit remains unchanged and the quantity of pollution falls.', 'Both of the price of permit and the quantity of pollution falls.']",?,MMMU_Economics_images/test\test_Economics_112_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Principals of Economics
test_Economics_113,<image 1> What is the equilibrium output and price level?,"['the equilibrium quantity is 3,000 units, the equilibrium price is $95', 'the equilibrium quantity is 4,000 units, the equilibrium price is $105', 'the equilibrium quantity is 4,000 units, the equilibrium price is $95', 'the equilibrium quantity is 5,000 units, the equilibrium price is $105']",?,MMMU_Economics_images/test\test_Economics_113_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_114,The graph below shows the AD-AS diagram for Canada. <image 1> What type of the GDP gap is observed in Canada (select one)?,"['There is no recessionary or inflationary gap.', 'The economy is facing a recessionary gap.', 'The economy is facing an inflationary gap.']",?,MMMU_Economics_images/test\test_Economics_114_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_115,"The following table describes the production possibilities of two cities in the country of Baseballia: <image 1> Without trade, what is the price of white socks (in terms of red socks) in Boston? ","['one red sock.', 'two red socks.', '1/2 red sock.', '1/4 red sock.']",?,MMMU_Economics_images/test\test_Economics_115_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_116,The graph below shows the AD-AS diagram for Brazil. Suppose that the economy is initially in long-run equilibrium with the price level of 800. Now suppose that the Aggregate Demand (AD) curve shifts right from AD1 (blue) to AD2 (green). <image 1> What causes the economy to move from the short-run equilibrium to the new long-run equilibrium (select one)?,"['Decreased wages.', 'Increased prices.', 'Decreased prices.', 'Increased wages.']",?,MMMU_Economics_images/test\test_Economics_116_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_117,"Consider the following balance sheet for TD. <image 1> Suppose that TD is a typical bank and keeps only the required reserves. Given this data, what is the money multiplier?","['5.88', '4.78', '5.78', '4.88']",?,MMMU_Economics_images/test\test_Economics_117_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_118,"Ernie owns a water pump. Because pumping large amounts of water is harder than pumping small amounts, the cost of producing a bottle of water rises as he pumps more. Here is the cost he incurs to produce each bottle of water:<image 1>If the price of a bottle of water is $6, How much producer surplus does Ernie get from these sales? ","['7', '7.5', '8', '8.5']",?,MMMU_Economics_images/test\test_Economics_118_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_119,"Using the information provided for a small town in <image 1>, can you determine the official rate of unemployment?","['5 percent', '2.5 percent', '5.5 percent', '7 percent', 'Unknown, as we do not know the number of discouraged workers']",?,MMMU_Economics_images/test\test_Economics_119_image_1.png,['Screenshots'],?,Easy,multiple-choice,Macroeconomics
test_Economics_120,The graph below shows the AD-AS diagram for Spain. Suppose that the economy experiences a positive aggregate supply shock denoted by the move from SRAS1 to SRAS2. Note that the new curve is shown in gray. <image 1> What happened to the cyclical unemployment in Spain (select one)?,"['Cyclical unemployment remains the same.', 'Cyclical unemployment decreased.', 'Cyclical unemployment increased.']",?,MMMU_Economics_images/test\test_Economics_120_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_121,The price of good A rises. Are A and B complements or substitutes?  <image 1>,"['A and B are complements', 'A and B are substitutes', 'Not certain.']",?,MMMU_Economics_images/test\test_Economics_121_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Microeconomics
test_Economics_122,"Four roommates are planning to spend the weekend in their dorm room watching old movies, and they are debating how many to watch. Here is their willingness to pay for each film:  <image 1> If it costs $8 to rent a movie, and the roommates would rent a certain number to maximize total surplus. What will the surplus for Judd?","['10', '11', '12', '13']",?,MMMU_Economics_images/test\test_Economics_122_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_123,"Four roommates are planning to spend the weekend in their dorm room watching old movies, and they are debating how many to watch. Here is their willingness to pay for each film:  <image 1> If it costs $8 to rent a movie, how many movies should the roommates rent to maximize total surplus?","['1', '2', '3', '4']",?,MMMU_Economics_images/test\test_Economics_123_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_124,Consider the following information for Slovenia. <image 1> What is the equilibrium level of GDP in the income-expenditure model?,"['3520', '3550', '3600', '3620']",?,MMMU_Economics_images/test\test_Economics_124_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_125,"The ""prime"" interest rate is the rate that banks charge their best customers. Based on the nominal interest rates and inflation rates in Table 6.10, in which of the years would it have been best to be a lender? <image 1>","['1970', '1974', '1978', '1981']",?,MMMU_Economics_images/test\test_Economics_125_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_126,In a country with the currency P domestic interest rates rise. What happens to the exchange rate and to exports? Situation of the currency market for P before the rise in interest rates: <image 1>,"['Demand and exchange rate (e) rise. Exports will be reduced.', 'Demand and exchange rate (e) rise. Exports will be enlarged.', 'Demand and exchange rate (e) fall. Exports will be reduced.']",?,MMMU_Economics_images/test\test_Economics_126_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_127,"<image 1> Suppose the price of gasoline is $1.60 per gallon. Is there a shortage or a surplus in the market? If so, how much? ","['surplus,90', 'surplus,60', 'shortage,90', 'shortage,60']",?,MMMU_Economics_images/test\test_Economics_127_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Macroeconomics
test_Economics_128,Below are the estimation results of the linear regression model testscri = $\beta $0 + $\beta $1stri + ui. We want to test the null hypothesis H0 : $\beta $1 = -2 at the significance level 5%. Calculate the t-statistic. <image 1>,"['-0.54', '-0.39', '-1.01', '-2.38']",?,MMMU_Economics_images/test\test_Economics_128_image_1.png,['Tables'],?,Hard,multiple-choice,Econometrics
test_Economics_129,"Consider a problem of determination of Y and the multiplier, the 45o-line shows equal values for planned AD and Y (output, income). <image 1>","['True.', 'False.']",?,MMMU_Economics_images/test\test_Economics_129_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_130,The graph below shows the Long-Run Aggregate Supply Curves (LRAS) for Brazil. <image 1> What event could shift LRAS from LRAS1 (black color) to LRAS2 (red color) in Brazil (select one)?,"['Increase in fertility rate.', 'Decrease in labor.', 'War.']",?,MMMU_Economics_images/test\test_Economics_130_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_131,The graph below shows the AD-AS diagram for Spain. All numbers are in billions. <image 1> What is the level of Potential GDP in Spain?,"['500', '450', '400', '600']",?,MMMU_Economics_images/test\test_Economics_131_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_132,Now consumption rises substantially. What happens to GDP and to the price level? <image 1>,"['Price level rises, GDP does not change because of full employment.', 'Price level falls, GDP does not change because of full employment.', 'Price level rises, GDP falls']",?,MMMU_Economics_images/test\test_Economics_132_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_133,Consider the following information for Slovenia. <image 1> What is the equilibrium level of GDP in the income-expenditure model?,"['3020', '3500', '3120', '3420']",?,MMMU_Economics_images/test\test_Economics_133_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_134,"Consider the following statistics for the banking sector in Canada displayed in the table below (all numbers in billions of domestic currency). <image 1> Using the data above, calculate M2 for Canada.","['12403', '13454', '14831', '11602']",?,MMMU_Economics_images/test\test_Economics_134_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_135,"The many identical residents of Whoville love drinking Zlurp. Each resident has the following willingness to pay for the tasty refreshment:<image 1>The cost of producing Zlurp is $1.50, and the competitive suppliers sell it at this price. (The supply curve is horizontal.) Cindy Lou Who, one of the residents of Whoville, decides on her own to reduce her consumption of Zlurp by one bottle. What is Cindy's welfare (her consumer surplus minus the cost of pollution she experiences)?",[],?,MMMU_Economics_images/test\test_Economics_135_image_1.png,['Tables'],?,Medium,open,Principals of Economics
test_Economics_136,Suppose that a typical market based in Japan consists of 200 Apples and 290 Textbooks. The table below shows data on prices for Apples and Textbooks in Japan for three years. <image 1> Assume that the base year is 2015. What is the price of the basket in 2015?,"['$110,310', '$69,950', '$62,420', '$40,820']",?,MMMU_Economics_images/test\test_Economics_136_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_137,"<image 1> Based on the provided diagram, what is the anticipated outcome when the economy's income level is at $2000?","['Inventories are accumulating and savings are falling.', 'Inventories are accumulating and savings are rising.', 'Inventories are dwindling and savings are falling.', 'Inventories are dwindling and savings are rising.', 'Inventories are constant and savings are zero.']",?,MMMU_Economics_images/test\test_Economics_137_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_138,Is there specialization and trade (no tariff and no costs of transport)? <image 1>,"['Country 1 specializes in producing A, country B in producing B. Country 1 exports B to country 2 from where it imports A.', 'Country 1 specializes in producing A, country B in producing B. Country 1 exports A to country 2 from where it imports B.', 'Country 1 specializes in producing B, country B in producing A. Country 1 exports B to country 2 from where it imports A.']",?,MMMU_Economics_images/test\test_Economics_138_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_139,"Like the information provided in that feature, Table 11.2 shows information on aggregate supply, aggregate demand, and the price level for the imaginary country of Xurbia. <image 1> Imagine that, as a result of a government tax cut, aggregate demand becomes higher by 50 at every price level. Identify the new equilibrium.","['The equilibrium point is at a price level of $150 wherein the aggregate demand is 720 units, and the aggregate supply is also 720 units.', 'The equilibrium point is at a price level of $150 wherein the aggregate demand is 750 units, and the aggregate supply is also 750 units.', 'The equilibrium point is at a price level of $140 wherein the aggregate demand is 720 units, and the aggregate supply is also 720 units.', 'The equilibrium point is at a price level of $140 wherein the aggregate demand is 750 units, and the aggregate supply is also 750 units.']",?,MMMU_Economics_images/test\test_Economics_139_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_140,"Suppose that the price of basketball tickets at your college is determined by market forces. Currently, the demand and supply schedules are as follows: <image 1> What is unusual about this supply curve?","['The supply curve is vertical', 'The supply curve is horizontal', 'The supply curve slopes downward', 'The supply curve slpoes upward']",?,MMMU_Economics_images/test\test_Economics_140_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_141,Market for EUR in the US: <image 1> What happens to the market for EUR if imports from EUR-countries to the US fall dramatically? ,"['Demand for $ (and supply of EUR) will rise.', 'Demand for $ (and supply of EUR) will fall.', 'Demand for $ (and supply of EUR) will remain unchanged.']",?,MMMU_Economics_images/test\test_Economics_141_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_142,<image 1> Describe the situation if Price = 4,"['Excess supply = 200', 'Excess supply = 300', 'Excess supply = 100']",?,MMMU_Economics_images/test\test_Economics_142_image_1.png,['Tables'],?,Easy,multiple-choice,Microeconomics
test_Economics_143,<image 1> Point A represents the endowments of Crusoe for today and tomorrow and the real interest rate is r . Crusoe's wealth is equal to...,"['OB', 'DB', 'OY1+OY2', 'The area of the rectangle OY1AY2']",?,MMMU_Economics_images/test\test_Economics_143_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_144,The graph below shows the supply and demand curves and the world price for bagels. <image 1>  What is the amount of the domestic supply at the world price?,"['2', '4', '6', '8']",?,MMMU_Economics_images/test\test_Economics_144_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_145,"Below are the estimation results of the linear regression model testscri = $\beta $0 + $\beta $1stri + ui. We want to test the null hypothesis H0 : $\beta $1 = 0 at the significance level 5%. The 95% confidence interval for $\beta $1 is [-3.30.-1.26], do you reject the null hypothesis against the alternative hypothesis? <image 1>","['Reject H0.', 'Accept H0.', 'Both are OK.']",?,MMMU_Economics_images/test\test_Economics_145_image_1.png,['Tables'],?,Easy,multiple-choice,Econometrics
test_Economics_146,According to the results in Model 2: <image 1> ,"['The differential effect on MARKUP of a level C5 branch, in comparison with a C1 branch, assuming the same values for the rest of the variables, is approximately 8.12% and is significant at 10% level.', 'The differential effect on MARKUP of a level C2 branch, in comparison with a C1 branch, assuming the same values for the rest of the variables, is approximately 11.45% % and is significant at 5% level.', 'The differential effect on MARKUP of a level C4 branch, in comparison with a C1 branch, assuming the same values for the rest of the variables, is approximately 9.29% % and is significant at 5% level.']",?,MMMU_Economics_images/test\test_Economics_146_image_1.png,['Tables'],?,Medium,multiple-choice,Econometrics
test_Economics_147,"What is the opportunity cost of acquiring four more units of butter as the economy transitions from point A to point B, as illustrated in the given graph <image 1>?","['seven units of butter.', '30 units of guns.', '60 units of guns.', 'unobtainable.', 'indeterminant.']",?,MMMU_Economics_images/test\test_Economics_147_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_148,"The many identical residents of Whoville love drinking Zlurp. Each resident has the following willingness to pay for the tasty refreshment:<image 1>The cost of producing Zlurp is $1.50, and the competitive suppliers sell it at this price. (The supply curve is horizontal.) What is each person's consumer surplus?",[],?,MMMU_Economics_images/test\test_Economics_148_image_1.png,['Tables'],?,Medium,open,Principals of Economics
test_Economics_149,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. Which country has an absolute advantage in producing Glasses?,"['Nigeria', 'Neither country', 'Mexico']",?,MMMU_Economics_images/test\test_Economics_149_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_150,"<image 1> Referring to Table 3-1, diminishing marginal returns begins with the _____employee.","['first', 'second', 'third', 'sixth']",?,MMMU_Economics_images/test\test_Economics_150_image_1.png,['Tables'],?,Medium,multiple-choice,Labor Economics
test_Economics_151,"Calculate the value added, used for calculating GDP: <image 1>","['160', '170', '150']",?,MMMU_Economics_images/test\test_Economics_151_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_152,"<image 1> If aggregate demand shifts right, what is equilibrium output?","['the equilibrium output stays at 3000 units', 'the equilibrium output increases to 4000 units', 'the equilibrium output decreases to 2000 units', 'not certain']",?,MMMU_Economics_images/test\test_Economics_152_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_153,A mortgage loan is a loan that a person makes to purchase a house. Table 6.11 provides a list of the mortgage interest rate for several different years and the rate of inflation for each of those years. In which years would it have been better to be a person borrowing money from a bank to buy a home? <image 1>,"['1984', '1990', '2001']",?,MMMU_Economics_images/test\test_Economics_153_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_154,Calculate the growth rate of the real GDP: <image 1>,"['3.6%', '5.6%', '4.6%']",?,MMMU_Economics_images/test\test_Economics_154_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_155,"Looking at the provided diagram, <image 1>, how would the economy transition from point B in the event of stagflation in the short term?","['point A.', 'point A and then back to point B.', 'point C.', 'point D.', 'point E.']",?,MMMU_Economics_images/test\test_Economics_155_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_156,"In the provided aggregate supply and demand model graph (<image 1>), there is a recessionary gap, indicating the current state of the economy. Can you elaborate?","['neither short-run nor long-run equilibrium', 'long-run, but not short-run, equilibrium', 'short-run equilibrium', 'both long- and short-run equilibrium', 'long-run, but not short-run, equilibrium']",?,MMMU_Economics_images/test\test_Economics_156_image_1.png,['Diagrams'],?,Medium,multiple-choice,Macroeconomics
test_Economics_157,"Presuming that the Marginal Propensity to Consume (MPC) is 0.8, could you calculate the monetary value signified by the interval A-B in the aforementioned diagram <image 1>?","['$10 million.', '$8 million.', '$25 million.', '$20 million.', '$12.5 million.']",?,MMMU_Economics_images/test\test_Economics_157_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_158,<image 1> Which of the following is true for the given curve?,"['Normal case of an indifference curve', 'Zero substitution', 'Constant substitution', 'Increasing substitution']",?,MMMU_Economics_images/test\test_Economics_158_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Macroeconomics
test_Economics_159,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. Which country should be exporting Glasses?,"['Nigeria', 'Neither country', 'Mexico']",?,MMMU_Economics_images/test\test_Economics_159_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_160,"<image 1> In the simple model of labour supply represented in the figure above, the real wage is equal to (1) ________ and the quantity of labour supplied would be equal to (2) ______.","['(1): BC/OC (2): OT', '(1): OB/OT (2): DT', '(1): XD (2): DT', '(1): OB/OT (2): OT']",?,MMMU_Economics_images/test\test_Economics_160_image_1.png,['Diagrams'],?,Hard,multiple-choice,Macroeconomics
test_Economics_161,"A nutritionist has conducted a multiple linear regression predicting the number of calories in breakfast cereals based on the amount of fat, sugar, and fiber in grams. Unfortunately her printer is broken and some of the R output has been blocked out. <image 1> Which of the following is a correct statement the nutritionist can conclude based on the visible R output (and without looking at any tables, etc.)?","['The coefficient of determination is approximately 19.8', 'The overall F-test is not statistically significant at the   = 0.10 level', 'The adjusted R-squared is between 0.71 and 1.00', 'The coefficient for the intercept has a p-value greater than 0.05', 'The coefficient for the variable ""Fiber"" has a p-value less than 0.10']",?,MMMU_Economics_images/test\test_Economics_161_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Econometrics
test_Economics_162,Suppose that we observe a decrease in wages. Which graph most accurately shows how this would affect the aggregate demand - aggregate supply model? Note that the new curve is shown in gray.,"['<image 1>', '<image 2>', '<image 3>', '<image 4>']",?,MMMU_Economics_images/test\test_Economics_162_image_1.png;MMMU_Economics_images/test\test_Economics_162_image_2.png;MMMU_Economics_images/test\test_Economics_162_image_3.png;MMMU_Economics_images/test\test_Economics_162_image_4.png,['Plots and Charts'],?,Hard,multiple-choice,Macroeconomics
test_Economics_163,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. Which country should be specializing in the production of Glasses?,"['Nigeria', 'Neither country', 'Mexico']",?,MMMU_Economics_images/test\test_Economics_163_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_164,The graph below shows the AD-AS diagram for Spain. Suppose that the economy experiences a positive aggregate supply shock denoted by the move from SRAS1 to SRAS2. Note that the new curve is shown in gray. <image 1> What happened to the frictional unemployment in Spain (select one)?,"['Frictional unemployment remained the same.', 'Frictional unemployment decreased.', 'Frictional unemployment increased.']",?,MMMU_Economics_images/test\test_Economics_164_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_165,Please analyze the following diagram. <image 1>,"['It is incorrect since Qf can never be to the left of QI.', 'It is incorrect because AD should slope upward and AS should slope down.', 'It portrays a recessionary gap.', 'It portrays an inflationary gap.', 'It portrays Phillips curves.']",?,MMMU_Economics_images/test\test_Economics_165_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_166,"Four roommates are planning to spend the weekend in their dorm room watching old movies, and they are debating how many to watch. Here is their willingness to pay for each film:  <image 1> If it costs $8 to rent a movie, and the roommates would rent a certain number to maximize total surplus. What will the surplus for Tim?","['-3', '-2', '-1', '0']",?,MMMU_Economics_images/test\test_Economics_166_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_167,The graph below shows the AD-AS diagram for Brazil. Suppose that the economy is initially in long-run equilibrium with the price level of 800. Now suppose that the Aggregate Demand (AD) curve shifts right from AD1 (blue) to AD2 (green). <image 1> What is GDP in the new long-run equilibrium as a result of this shift?,"['900', '500', '400', '700']",?,MMMU_Economics_images/test\test_Economics_167_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Macroeconomics
test_Economics_168,What happens to Q* if (total) fixed cost rises? <image 1>,"['Q* decreases.', 'Q* increases.', 'Nothing happens.']",?,MMMU_Economics_images/test\test_Economics_168_image_1.png,"['Plots and Charts', 'Diagrams']",?,Easy,multiple-choice,Microeconomics
test_Economics_169,"Which of the following responses will an increase in government spending to boost Aggregate Demand (AD), as demonstrated in <image 1>, trigger according to the theory of rational expectations?","['a sustainable increase in real GDP', 'an increase in AS', 'a countervailing decrease in AD', 'a decrease in AS', 'apathy and inaction']",?,MMMU_Economics_images/test\test_Economics_169_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_170,"Below are the estimation results of a linear regression model testscri = $\beta $0 + $\beta $1Di + ui, where Di = 1 if stri < 20 and Di = 0 otherwise. The 95% confidence interval for the true difference in the population means of testscr between the two groups is [3.80,10.95], is the difference statistically significantly different from 0 at the significance level 5%? <image 1>","['Yes.', 'No.']",?,MMMU_Economics_images/test\test_Economics_170_image_1.png,['Tables'],?,Easy,multiple-choice,Econometrics
test_Economics_171,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. Which country has an absolute advantage in producing Shoes?,"['Nigeria', 'Neither country', 'Mexico']",?,MMMU_Economics_images/test\test_Economics_171_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_172,The following table describes the production possibilities of two cities in the country of Baseballia: <image 1> What is the range of prices at which trade can occur,"['the range of prices at which trade can occur is between 1 and 2 pairs of red socks for white socks trade.', 'the range of prices at which trade can occur is between 1/2 and 1 pairs of red socks for white socks trade.', 'the range of prices at which trade can occur is between 1 and 4 pairs of red socks for white socks trade.', 'the range of prices at which trade can occur is between 1/4 and 1 pairs of red socks for white socks trade.']",?,MMMU_Economics_images/test\test_Economics_172_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_173,<image 1> What happens to the price level and to GDP if an oil crisis occurs?,"['The price level rises, GDP falls.', 'The price level falls, GDP rises.', 'The price level falls, GDP falls.']",?,MMMU_Economics_images/test\test_Economics_173_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_174,Suppose that there is a positive aggregate supply shock. Which graph most accurately shows how this would affect the aggregate demand - aggregate supply model? Note that the new curve is shown in gray.,"['<image 1>', '<image 2>', '<image 3>', '<image 4>']",?,MMMU_Economics_images/test\test_Economics_174_image_1.png;MMMU_Economics_images/test\test_Economics_174_image_2.png;MMMU_Economics_images/test\test_Economics_174_image_3.png;MMMU_Economics_images/test\test_Economics_174_image_4.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_175,"The many identical residents of Whoville love drinking Zlurp. Each resident has the following willingness to pay for the tasty refreshment:<image 1>The cost of producing Zlurp is $1.50, and the competitive suppliers sell it at this price. (The supply curve is horizontal.) Mayor Grinch imposes a $1 tax on Zlurp. What is consumer surplus?","['$1', '$1.5', '$2', '$2.5']",?,MMMU_Economics_images/test\test_Economics_175_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_176,Which types of returns to scale can be observed? <image 1>,"['from Q1 to Q4: Constant returns to scale; from Q4 to Q6: Increasing returns to scale; from Q6 to Q8: Decreasing returns to scale', 'from Q1 to Q4: Increasing returns to scale; from Q4 to Q6: Decreasing returns to scale; from Q6 to Q8: Constant returns to scale', 'from Q1 to Q4: Increasing returns to scale; from Q4 to Q6: Constant returns to scale; from Q6 to Q8: Decreasing returns to scale']",?,MMMU_Economics_images/test\test_Economics_176_image_1.png,['Tables'],?,Medium,multiple-choice,Microeconomics
test_Economics_177,Two different types of inflation are presented here: <image 1> What are the causes of inflation? ,"['Inflation 1: The inflation is caused by a shift of the SRAS curve to the left (cost-push inflation). Inflation 2: The inflation is caused by a shift of the AD curve to the right (demand-pull inflation). ', 'Inflation 1: The inflation is caused by a shift of the SRAS curve to the left (cost-push inflation). Inflation 2: The inflation is caused by a shift of the SRAS curve to the left (cost-push inflation). ', 'Inflation 1: The inflation is caused by a shift of the SRAS curve to the left (cost-push inflation). Inflation 2: The inflation is caused by a shift of the SRAS curve to the left (cost-push inflation). ']",?,MMMU_Economics_images/test\test_Economics_177_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_178,"Consider the following demand schedule for shoes.  <image 1> Suppose that the store increases the price of shoes from $25 to $30.  Using the mid-point approach, calculate price elasticity of demanded.","['0.57', '0.37', '0.60']",?,MMMU_Economics_images/test\test_Economics_178_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_179,"The graph below shows the supply and demand curves and the world price for bagels. <image 1> At this world price, this country will","['Import bagels', 'Neither import nor export', 'Export bagels']",?,MMMU_Economics_images/test\test_Economics_179_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_180,"The many identical residents of Whoville love drinking Zlurp. Each resident has the following willingness to pay for the tasty refreshment:<image 1>The cost of producing Zlurp is $1.50, and the competitive suppliers sell it at this price. (The supply curve is horizontal.) How many bottles will each Whovillian consume?","['1', '2', '3', '4']",?,MMMU_Economics_images/test\test_Economics_180_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_181,Calculate the unknown number (?): <image 1>,"['55', '45', '50']",?,MMMU_Economics_images/test\test_Economics_181_image_1.png,['Diagrams'],?,Easy,multiple-choice,Macroeconomics
test_Economics_182,"<image 1> Referring to Table 3-1, which is INCORRECT. If pots sell for $20 each then","['the marginal revenue product of labor of the second worker is $260.', 'the marginal product of the third worker is five pots.', 'the marginal revenue from selling the eighteenth pot is $20.', 'the marginal revenue product of labor equals the marginal product of labor multiplied by the additional revenue that is received per unit of output. ']",?,MMMU_Economics_images/test\test_Economics_182_image_1.png,['Tables'],?,Medium,multiple-choice,Labor Economics
